Time,Ex,Ey
2.240000000000000213e+00,-6.187915038528206679e-01,2.885553984456620924e+00
2.241000000000000103e+00,-6.195767500513797987e-01,2.884934806286396203e+00
2.241999999999999993e+00,-6.203613766601085988e-01,2.884314843081460911e+00
2.242999999999999883e+00,-6.211453828947164357e-01,2.883694095464182094e+00
2.244000000000000217e+00,-6.219287679715237438e-01,2.883072564057631126e+00
2.245000000000000107e+00,-6.227115311074565840e-01,2.882450249485593474e+00
2.245999999999999996e+00,-6.234936715200589674e-01,2.881827152372562928e+00
2.246999999999999886e+00,-6.242751884274841956e-01,2.881203273343751814e+00
2.248000000000000220e+00,-6.250560810485008556e-01,2.880578613025085222e+00
2.249000000000000110e+00,-6.258363486024908218e-01,2.879953172043209886e+00
2.250000000000000000e+00,-6.266159903094566941e-01,2.879326951025489745e+00
2.250999999999999890e+00,-6.273950053900142487e-01,2.878699950600013047e+00
2.252000000000000224e+00,-6.281733930654012088e-01,2.878072171395589685e+00
2.253000000000000114e+00,-6.289511525574725814e-01,2.877443614041755193e+00
2.254000000000000004e+00,-6.297282830887052096e-01,2.876814279168771638e+00
2.254999999999999893e+00,-6.305047838821972173e-01,2.876184167407628500e+00
2.256000000000000227e+00,-6.312806541616713396e-01,2.875553279390042238e+00
2.257000000000000117e+00,-6.320558931514724810e-01,2.874921615748462056e+00
2.258000000000000007e+00,-6.328305000765704902e-01,2.874289177116065019e+00
2.258999999999999897e+00,-6.336044741625622700e-01,2.873655964126762719e+00
2.260000000000000231e+00,-6.343778146356707781e-01,2.873021977415197270e+00
2.261000000000000121e+00,-6.351505207227472471e-01,2.872387217616744870e+00
2.262000000000000011e+00,-6.359225916512726284e-01,2.871751685367516682e+00
2.262999999999999901e+00,-6.366940266493558154e-01,2.871115381304358394e+00
2.264000000000000234e+00,-6.374648249457373073e-01,2.870478306064851548e+00
2.265000000000000124e+00,-6.382349857697899864e-01,2.869840460287313988e+00
2.266000000000000014e+00,-6.390045083515204505e-01,2.869201844610799412e+00
2.266999999999999904e+00,-6.397733919215652376e-01,2.868562459675100040e+00
2.268000000000000238e+00,-6.405416357111990422e-01,2.867922306120745723e+00
2.269000000000000128e+00,-6.413092389523317172e-01,2.867281384589003501e+00
2.270000000000000018e+00,-6.420762008775076080e-01,2.866639695721879821e+00
2.270999999999999908e+00,-6.428425207199094382e-01,2.865997240162119208e+00
2.272000000000000242e+00,-6.436081977133583099e-01,2.865354018553207816e+00
2.273000000000000131e+00,-6.443732310923137030e-01,2.864710031539366319e+00
2.274000000000000021e+00,-6.451376200918774728e-01,2.864065279765559247e+00
2.274999999999999911e+00,-6.459013639477890756e-01,2.863419763877490531e+00
2.276000000000000245e+00,-6.466644618964297875e-01,2.862773484521601297e+00
2.277000000000000135e+00,-6.474269131748275896e-01,2.862126442345076516e+00
2.278000000000000025e+00,-6.481887170206503956e-01,2.861478637995836571e+00
2.278999999999999915e+00,-6.489498726722118249e-01,2.860830072122546142e+00
2.280000000000000249e+00,-6.497103793684682049e-01,2.860180745374610645e+00
2.281000000000000139e+00,-6.504702363490263428e-01,2.859530658402170022e+00
2.282000000000000028e+00,-6.512294428541356428e-01,2.858879811856111175e+00
2.282999999999999918e+00,-6.519879981246979872e-01,2.858228206388055970e+00
2.284000000000000252e+00,-6.527459014022580774e-01,2.857575842650371456e+00
2.285000000000000142e+00,-6.535031519290153135e-01,2.856922721296160095e+00
2.286000000000000032e+00,-6.542597489478170214e-01,2.856268842979265088e+00
2.286999999999999922e+00,-6.550156917021610070e-01,2.855614208354271710e+00
2.288000000000000256e+00,-6.557709794361977762e-01,2.854958818076505089e+00
2.289000000000000146e+00,-6.565256113947310901e-01,2.854302672802025320e+00
2.290000000000000036e+00,-6.572795868232192973e-01,2.853645773187636348e+00
2.290999999999999925e+00,-6.580329049677717812e-01,2.852988119890879748e+00
2.292000000000000259e+00,-6.587855650751560654e-01,2.852329713570035619e+00
2.293000000000000149e+00,-6.595375663927940391e-01,2.851670554884123465e+00
2.294000000000000039e+00,-6.602889081687672856e-01,2.851010644492899537e+00
2.294999999999999929e+00,-6.610395896518109771e-01,2.850349983056859049e+00
2.296000000000000263e+00,-6.617896100913216451e-01,2.849688571237237511e+00
2.297000000000000153e+00,-6.625389687373539616e-01,2.849026409696005402e+00
2.298000000000000043e+00,-6.632876648406232922e-01,2.848363499095868168e+00
2.298999999999999932e+00,-6.640356976525060295e-01,2.847699840100273772e+00
2.300000000000000266e+00,-6.647830664250380384e-01,2.847035433373403812e+00
2.301000000000000156e+00,-6.655297704109205403e-01,2.846370279580174856e+00
2.302000000000000046e+00,-6.662758088635171161e-01,2.845704379386241989e+00
2.302999999999999936e+00,-6.670211810368557037e-01,2.845037733457992601e+00
2.304000000000000270e+00,-6.677658861856258232e-01,2.844370342462555268e+00
2.305000000000000160e+00,-6.685099235651877914e-01,2.843702207067785537e+00
2.306000000000000050e+00,-6.692532924315645060e-01,2.843033327942279698e+00
2.306999999999999940e+00,-6.699959920414487735e-01,2.842363705755364123e+00
2.307999999999999829e+00,-6.707380216521976468e-01,2.841693341177101928e+00
2.309000000000000163e+00,-6.714793805218415290e-01,2.841022234878285424e+00
2.310000000000000053e+00,-6.722200679090754027e-01,2.840350387530444110e+00
2.310999999999999943e+00,-6.729600830732700434e-01,2.839677799805835789e+00
2.311999999999999833e+00,-6.736994252744632483e-01,2.839004472377452792e+00
2.313000000000000167e+00,-6.744380937733644998e-01,2.838330405919019306e+00
2.314000000000000057e+00,-6.751760878313577408e-01,2.837655601104987380e+00
2.314999999999999947e+00,-6.759134067105011523e-01,2.836980058610540922e+00
2.315999999999999837e+00,-6.766500496735238235e-01,2.836303779111596146e+00
2.317000000000000171e+00,-6.773860159838327455e-01,2.835626763284795793e+00
2.318000000000000060e+00,-6.781213049055083708e-01,2.834949011807512242e+00
2.318999999999999950e+00,-6.788559157033088320e-01,2.834270525357846626e+00
2.319999999999999840e+00,-6.795898476426693868e-01,2.833591304614629713e+00
2.321000000000000174e+00,-6.803230999897024178e-01,2.832911350257418359e+00
2.322000000000000064e+00,-6.810556720112000972e-01,2.832230662966494616e+00
2.322999999999999954e+00,-6.817875629746326105e-01,2.831549243422870177e+00
2.323999999999999844e+00,-6.825187721481530412e-01,2.830867092308281485e+00
2.325000000000000178e+00,-6.832492988005920420e-01,2.830184210305190184e+00
2.326000000000000068e+00,-6.839791422014639410e-01,2.829500598096782671e+00
2.326999999999999957e+00,-6.847083016209656314e-01,2.828816256366969206e+00
2.327999999999999847e+00,-6.854367763299750171e-01,2.828131185800387026e+00
2.329000000000000181e+00,-6.861645656000587845e-01,2.827445387082391459e+00
2.330000000000000071e+00,-6.868916687034621882e-01,2.826758860899065251e+00
2.330999999999999961e+00,-6.876180849131203754e-01,2.826071607937211017e+00
2.331999999999999851e+00,-6.883438135026539451e-01,2.825383628884352127e+00
2.333000000000000185e+00,-6.890688537463682817e-01,2.824694924428735376e+00
2.334000000000000075e+00,-6.897932049192584403e-01,2.824005495259327425e+00
2.334999999999999964e+00,-6.905168662970081472e-01,2.823315342065812583e+00
2.335999999999999854e+00,-6.912398371559889121e-01,2.822624465538596361e+00
2.337000000000000188e+00,-6.919621167732621370e-01,2.821932866368804138e+00
2.338000000000000078e+00,-6.926837044265808929e-01,2.821240545248277165e+00
2.338999999999999968e+00,-6.934045993943905861e-01,2.820547502869573897e+00
2.339999999999999858e+00,-6.941248009558258492e-01,2.819853739925973102e+00
2.341000000000000192e+00,-6.948443083907154261e-01,2.819159257111466310e+00
2.342000000000000082e+00,-6.955631209795827274e-01,2.818464055120762257e+00
2.342999999999999972e+00,-6.962812380036447202e-01,2.817768134649284661e+00
2.343999999999999861e+00,-6.969986587448119275e-01,2.817071496393173113e+00
2.345000000000000195e+00,-6.977153824856938691e-01,2.816374141049278634e+00
2.346000000000000085e+00,-6.984314085095936209e-01,2.815676069315167673e+00
2.346999999999999975e+00,-6.991467361005129222e-01,2.814977281889117666e+00
2.347999999999999865e+00,-6.998613645431509545e-01,2.814277779470120144e+00
2.349000000000000199e+00,-7.005752931229056735e-01,2.813577562757877182e+00
2.350000000000000089e+00,-7.012885211258741425e-01,2.812876632452800063e+00
2.350999999999999979e+00,-7.020010478388551967e-01,2.812174989256012836e+00
2.351999999999999869e+00,-7.027128725493458905e-01,2.811472633869346982e+00
2.353000000000000203e+00,-7.034239945455468268e-01,2.810769566995346302e+00
2.354000000000000092e+00,-7.041344131163600473e-01,2.810065789337258479e+00
2.354999999999999982e+00,-7.048441275513908089e-01,2.809361301599041738e+00
2.355999999999999872e+00,-7.055531371409479169e-01,2.808656104485361737e+00
2.357000000000000206e+00,-7.062614411760449462e-01,2.807950198701587574e+00
2.358000000000000096e+00,-7.069690389484016846e-01,2.807243584953796667e+00
2.358999999999999986e+00,-7.076759297504418011e-01,2.806536263948771648e+00
2.359999999999999876e+00,-7.083821128752949559e-01,2.805828236393998587e+00
2.361000000000000210e+00,-7.090875876168015735e-01,2.805119502997667436e+00
2.362000000000000099e+00,-7.097923532695071813e-01,2.804410064468671582e+00
2.362999999999999989e+00,-7.104964091286678496e-01,2.803699921516606963e+00
2.363999999999999879e+00,-7.111997544902475266e-01,2.802989074851770290e+00
2.365000000000000213e+00,-7.119023886509194821e-01,2.802277525185163931e+00
2.366000000000000103e+00,-7.126043109080726357e-01,2.801565273228483033e+00
2.366999999999999993e+00,-7.133055205598027859e-01,2.800852319694128845e+00
2.367999999999999883e+00,-7.140060169049179395e-01,2.800138665295200280e+00
2.369000000000000217e+00,-7.147057992429440842e-01,2.799424310745493472e+00
2.370000000000000107e+00,-7.154048668741136430e-01,2.798709256759504882e+00
2.370999999999999996e+00,-7.161032190993799063e-01,2.797993504052425529e+00
2.371999999999999886e+00,-7.168008552204074846e-01,2.797277053340144537e+00
2.373000000000000220e+00,-7.174977745395791917e-01,2.796559905339245589e+00
2.374000000000000110e+00,-7.181939763599926030e-01,2.795842060767010473e+00
2.375000000000000000e+00,-7.188894599854618317e-01,2.795123520341411982e+00
2.375999999999999890e+00,-7.195842247205224140e-01,2.794404284781117909e+00
2.377000000000000224e+00,-7.202782698704249809e-01,2.793684354805491488e+00
2.378000000000000114e+00,-7.209715947411399206e-01,2.792963731134584293e+00
2.379000000000000004e+00,-7.216641986393608210e-01,2.792242414489143343e+00
2.379999999999999893e+00,-7.223560808724978077e-01,2.791520405590604881e+00
2.381000000000000227e+00,-7.230472407486857600e-01,2.790797705161095266e+00
2.382000000000000117e+00,-7.237376775767789816e-01,2.790074313923433635e+00
2.383000000000000007e+00,-7.244273906663571960e-01,2.789350232601122581e+00
2.383999999999999897e+00,-7.251163793277206615e-01,2.788625461918359250e+00
2.385000000000000231e+00,-7.258046428718971654e-01,2.787900002600023797e+00
2.386000000000000121e+00,-7.264921806106361402e-01,2.787173855371686937e+00
2.387000000000000011e+00,-7.271789918564148802e-01,2.786447020959601062e+00
2.387999999999999901e+00,-7.278650759224376543e-01,2.785719500090709122e+00
2.389000000000000234e+00,-7.285504321226323743e-01,2.784991293492635300e+00
2.390000000000000124e+00,-7.292350597716565908e-01,2.784262401893692118e+00
2.391000000000000014e+00,-7.299189581848983810e-01,2.783532826022868445e+00
2.391999999999999904e+00,-7.306021266784690216e-01,2.782802566609844597e+00
2.393000000000000238e+00,-7.312845645692177543e-01,2.782071624384975905e+00
2.394000000000000128e+00,-7.319662711747147998e-01,2.781340000079303820e+00
2.395000000000000018e+00,-7.326472458132711196e-01,2.780607694424547027e+00
2.395999999999999908e+00,-7.333274878039196532e-01,2.779874708153106777e+00
2.397000000000000242e+00,-7.340069964664351909e-01,2.779141041998062001e+00
2.398000000000000131e+00,-7.346857711213186093e-01,2.778406696693170197e+00
2.399000000000000021e+00,-7.353638110898088609e-01,2.777671672972868322e+00
2.399999999999999911e+00,-7.360411156938765354e-01,2.776935971572268347e+00
2.401000000000000245e+00,-7.367176842562299655e-01,2.776199593227160811e+00
2.402000000000000135e+00,-7.373935161003127847e-01,2.775462538674008606e+00
2.403000000000000025e+00,-7.380686105503019290e-01,2.774724808649954078e+00
2.403999999999999915e+00,-7.387429669311159630e-01,2.773986403892809705e+00
2.405000000000000249e+00,-7.394165845684106397e-01,2.773247325141065645e+00
2.406000000000000139e+00,-7.400894627885771238e-01,2.772507573133879966e+00
2.407000000000000028e+00,-7.407616009187488748e-01,2.771767148611087084e+00
2.407999999999999918e+00,-7.414329982867986502e-01,2.771026052313191101e+00
2.409000000000000252e+00,-7.421036542213402809e-01,2.770284284981366696e+00
2.410000000000000142e+00,-7.427735680517263406e-01,2.769541847357458231e+00
2.411000000000000032e+00,-7.434427391080545844e-01,2.768798740183981089e+00
2.411999999999999922e+00,-7.441111667211650627e-01,2.768054964204115898e+00
2.413000000000000256e+00,-7.447788502226371232e-01,2.767310520161715637e+00
2.414000000000000146e+00,-7.454457889447994035e-01,2.766565408801295423e+00
2.415000000000000036e+00,-7.461119822207233909e-01,2.765819630868039614e+00
2.415999999999999925e+00,-7.467774293842244226e-01,2.765073187107797814e+00
2.417000000000000259e+00,-7.474421297698643496e-01,2.764326078267084430e+00
2.418000000000000149e+00,-7.481060827129522028e-01,2.763578305093077780e+00
2.419000000000000039e+00,-7.487692875495453038e-01,2.762829868333619210e+00
2.419999999999999929e+00,-7.494317436164478208e-01,2.762080768737212644e+00
2.421000000000000263e+00,-7.500934502512107693e-01,2.761331007053026809e+00
2.422000000000000153e+00,-7.507544067921392283e-01,2.760580584030886353e+00
2.423000000000000043e+00,-7.514146125782845687e-01,2.759829500421280724e+00
2.423999999999999932e+00,-7.520740669494472286e-01,2.759077756975357953e+00
2.425000000000000266e+00,-7.527327692461850406e-01,2.758325354444924660e+00
2.426000000000000156e+00,-7.533907188098024621e-01,2.757572293582445155e+00
2.427000000000000046e+00,-7.540479149823565708e-01,2.756818575141042338e+00
2.427999999999999936e+00,-7.547043571066626155e-01,2.756064199874496801e+00
2.429000000000000270e+00,-7.553600445262862451e-01,2.755309168537241504e+00
2.430000000000000160e+00,-7.560149765855443960e-01,2.754553481884369326e+00
2.431000000000000050e+00,-7.566691526295177272e-01,2.753797140671623733e+00
2.431999999999999940e+00,-7.573225720040348552e-01,2.753040145655405446e+00
2.432999999999999829e+00,-7.579752340556855650e-01,2.752282497592766219e+00
2.434000000000000163e+00,-7.586271381318163698e-01,2.751524197241407954e+00
2.435000000000000053e+00,-7.592782835805274022e-01,2.750765245359691580e+00
2.435999999999999943e+00,-7.599286697506847377e-01,2.750005642706617959e+00
2.436999999999999833e+00,-7.605782959919069608e-01,2.749245390041849202e+00
2.438000000000000167e+00,-7.612271616545760455e-01,2.748484488125688241e+00
2.439000000000000057e+00,-7.618752660898339135e-01,2.747722937719091707e+00
2.439999999999999947e+00,-7.625226086495826561e-01,2.746960739583660605e+00
2.440999999999999837e+00,-7.631691886864861996e-01,2.746197894481647417e+00
2.442000000000000171e+00,-7.638150055539736361e-01,2.745434403175944560e+00
2.443000000000000060e+00,-7.644600586062328951e-01,2.744670266430095928e+00
2.443999999999999950e+00,-7.651043471982179600e-01,2.743905485008288458e+00
2.444999999999999840e+00,-7.657478706856479800e-01,2.743140059675350351e+00
2.446000000000000174e+00,-7.663906284250056045e-01,2.742373991196757288e+00
2.447000000000000064e+00,-7.670326197735410911e-01,2.741607280338624886e+00
2.447999999999999954e+00,-7.676738440892667548e-01,2.740839927867711801e+00
2.448999999999999844e+00,-7.683143007309657380e-01,2.740071934551417066e+00
2.450000000000000178e+00,-7.689539890581902348e-01,2.739303301157779202e+00
2.451000000000000068e+00,-7.695929084312544965e-01,2.738534028455479330e+00
2.451999999999999957e+00,-7.702310582112487092e-01,2.737764117213831838e+00
2.452999999999999847e+00,-7.708684377600265591e-01,2.736993568202796823e+00
2.454000000000000181e+00,-7.715050464402161134e-01,2.736222382192964098e+00
2.455000000000000071e+00,-7.721408836152143795e-01,2.735450559955563410e+00
2.455999999999999961e+00,-7.727759486491910801e-01,2.734678102262460886e+00
2.456999999999999851e+00,-7.734102409070854334e-01,2.733905009886156368e+00
2.458000000000000185e+00,-7.740437597546120374e-01,2.733131283599783856e+00
2.459000000000000075e+00,-7.746765045582572062e-01,2.732356924177111956e+00
2.459999999999999964e+00,-7.753084746852823006e-01,2.731581932392538992e+00
2.460999999999999854e+00,-7.759396695037231728e-01,2.730806309021099665e+00
2.462000000000000188e+00,-7.765700883823896117e-01,2.730030054838455289e+00
2.463000000000000078e+00,-7.771997306908695613e-01,2.729253170620901336e+00
2.463999999999999968e+00,-7.778285957995243471e-01,2.728475657145360334e+00
2.464999999999999858e+00,-7.784566830794974468e-01,2.727697515189382749e+00
2.466000000000000192e+00,-7.790839919027030547e-01,2.726918745531151878e+00
2.467000000000000082e+00,-7.797105216418408480e-01,2.726139348949472296e+00
2.467999999999999972e+00,-7.803362716703838853e-01,2.725359326223779632e+00
2.468999999999999861e+00,-7.809612413625897087e-01,2.724578678134131682e+00
2.470000000000000195e+00,-7.815854300934926835e-01,2.723797405461214627e+00
2.471000000000000085e+00,-7.822088372389088828e-01,2.723015508986336819e+00
2.471999999999999975e+00,-7.828314621754358660e-01,2.722232989491429667e+00
2.472999999999999865e+00,-7.834533042804547875e-01,2.721449847759048968e+00
2.474000000000000199e+00,-7.840743629321275110e-01,2.720666084572370025e+00
2.475000000000000089e+00,-7.846946375094014936e-01,2.719881700715190309e+00
2.475999999999999979e+00,-7.853141273920061227e-01,2.719096696971929461e+00
2.476999999999999869e+00,-7.859328319604557134e-01,2.718311074127623073e+00
2.478000000000000203e+00,-7.865507505960525059e-01,2.717524832967927573e+00
2.479000000000000092e+00,-7.871678826808803375e-01,2.716737974279118450e+00
2.479999999999999982e+00,-7.877842275978128583e-01,2.715950498848084482e+00
2.480999999999999872e+00,-7.883997847305102002e-01,2.715162407462335281e+00
2.482000000000000206e+00,-7.890145534634198654e-01,2.714373700909993303e+00
2.483000000000000096e+00,-7.896285331817749498e-01,2.713584379979796068e+00
2.483999999999999986e+00,-7.902417232716036910e-01,2.712794445461097048e+00
2.484999999999999876e+00,-7.908541231197203647e-01,2.712003898143858560e+00
2.486000000000000210e+00,-7.914657321137255064e-01,2.711212738818662427e+00
2.487000000000000099e+00,-7.920765496420199003e-01,2.710420968276694431e+00
2.487999999999999989e+00,-7.926865750937859278e-01,2.709628587309757197e+00
2.488999999999999879e+00,-7.932958078590049977e-01,2.708835596710259530e+00
2.490000000000000213e+00,-7.939042473284479984e-01,2.708041997271222634e+00
2.491000000000000103e+00,-7.945118928936785174e-01,2.707247789786273895e+00
2.491999999999999993e+00,-7.951187439470573937e-01,2.706452975049648657e+00
2.492999999999999883e+00,-7.957247998817360557e-01,2.705657553856190667e+00
2.494000000000000217e+00,-7.963300600916622951e-01,2.704861527001350296e+00
2.495000000000000107e+00,-7.969345239715819318e-01,2.704064895281178327e+00
2.495999999999999996e+00,-7.975381909170333739e-01,2.703267659492337049e+00
2.496999999999999886e+00,-7.981410603243529467e-01,2.702469820432088721e+00
2.498000000000000220e+00,-7.987431315906773355e-01,2.701671378898297782e+00
2.499000000000000110e+00,-7.993444041139395884e-01,2.700872335689432635e+00
2.500000000000000000e+00,-7.999448772928680063e-01,2.700072691604563424e+00
2.500999999999999890e+00,-8.005445505269959128e-01,2.699272447443359368e+00
2.502000000000000224e+00,-8.011434232166517733e-01,2.698471604006090541e+00
2.503000000000000114e+00,-8.017414947629692978e-01,2.697670162093625645e+00
2.504000000000000004e+00,-8.023387645678790037e-01,2.696868122507431131e+00
2.504999999999999893e+00,-8.029352320341147653e-01,2.696065486049571636e+00
2.506000000000000227e+00,-8.035308965652123714e-01,2.695262253522709095e+00
2.507000000000000117e+00,-8.041257575655128553e-01,2.694458425730098305e+00
2.508000000000000007e+00,-8.047198144401568332e-01,2.693654003475593139e+00
2.508999999999999897e+00,-8.053130665950924971e-01,2.692848987563638996e+00
2.510000000000000231e+00,-8.059055134370702866e-01,2.692043378799274134e+00
2.511000000000000121e+00,-8.064971543736474402e-01,2.691237177988131446e+00
2.512000000000000011e+00,-8.070879888131867741e-01,2.690430385936435353e+00
2.512999999999999901e+00,-8.076780161648551282e-01,2.689623003451000027e+00
2.514000000000000234e+00,-8.082672358386311373e-01,2.688815031339230721e+00
2.515000000000000124e+00,-8.088556472452981261e-01,2.688006470409121995e+00
2.516000000000000014e+00,-8.094432497964476614e-01,2.687197321469256384e+00
2.516999999999999904e+00,-8.100300429044801076e-01,2.686387585328804839e+00
2.518000000000000238e+00,-8.106160259826061809e-01,2.685577262797525844e+00
2.519000000000000128e+00,-8.112011984448470603e-01,2.684766354685761858e+00
2.520000000000000018e+00,-8.117855597060311679e-01,2.683954861804444203e+00
2.520999999999999908e+00,-8.123691091818020515e-01,2.683142784965085959e+00
2.522000000000000242e+00,-8.129518462886147212e-01,2.682330124979783292e+00
2.523000000000000131e+00,-8.135337704437319850e-01,2.681516882661220347e+00
2.524000000000000021e+00,-8.141148810652363288e-01,2.680703058822655027e+00
2.524999999999999911e+00,-8.146951775720172595e-01,2.679888654277934990e+00
2.526000000000000245e+00,-8.152746593837838507e-01,2.679073669841483873e+00
2.527000000000000135e+00,-8.158533259210558608e-01,2.678258106328305743e+00
2.528000000000000025e+00,-8.164311766051719488e-01,2.677441964553981979e+00
2.528999999999999915e+00,-8.170082108582812364e-01,2.676625245334676606e+00
2.530000000000000249e+00,-8.175844281033539662e-01,2.675807949487126969e+00
2.531000000000000139e+00,-8.181598277641772832e-01,2.674990077828647284e+00
2.532000000000000028e+00,-8.187344092653530137e-01,2.674171631177128639e+00
2.532999999999999918e+00,-8.193081720323029948e-01,2.673352610351034997e+00
2.534000000000000252e+00,-8.198811154912667432e-01,2.672533016169408526e+00
2.535000000000000142e+00,-8.204532390693051180e-01,2.671712849451858496e+00
2.536000000000000032e+00,-8.210245421942967692e-01,2.670892111018571491e+00
2.536999999999999922e+00,-8.215950242949404680e-01,2.670070801690303419e+00
2.538000000000000256e+00,-8.221646848007588826e-01,2.669248922288381287e+00
2.539000000000000146e+00,-8.227335231420921380e-01,2.668426473634702312e+00
2.540000000000000036e+00,-8.233015387501079196e-01,2.667603456551732144e+00
2.540999999999999925e+00,-8.238687310567898159e-01,2.666779871862505757e+00
2.542000000000000259e+00,-8.244350994949501965e-01,2.665955720390623895e+00
2.543000000000000149e+00,-8.250006434982233294e-01,2.665131002960256179e+00
2.544000000000000039e+00,-8.255653625010681562e-01,2.664305720396134891e+00
2.544999999999999929e+00,-8.261292559387669598e-01,2.663479873523561636e+00
2.546000000000000263e+00,-8.266923232474308048e-01,2.662653463168397572e+00
2.547000000000000153e+00,-8.272545638639940968e-01,2.661826490157070069e+00
2.548000000000000043e+00,-8.278159772262196903e-01,2.660998955316568271e+00
2.548999999999999932e+00,-8.283765627726951131e-01,2.660170859474443539e+00
2.550000000000000266e+00,-8.289363199428383400e-01,2.659342203458806786e+00
2.551000000000000156e+00,-8.294952481768967933e-01,2.658512988098329366e+00
2.552000000000000046e+00,-8.300533469159417921e-01,2.657683214222243073e+00
2.552999999999999936e+00,-8.306106156018784326e-01,2.656852882660336590e+00
2.554000000000000270e+00,-8.311670536774415918e-01,2.656021994242955930e+00
2.555000000000000160e+00,-8.317226605861944844e-01,2.655190549801006661e+00
2.556000000000000050e+00,-8.322774357725322147e-01,2.654358550165945907e+00
2.556999999999999940e+00,-8.328313786816836650e-01,2.653525996169789902e+00
2.558000000000000274e+00,-8.333844887597080531e-01,2.652692888645105107e+00
2.559000000000000163e+00,-8.339367654534960428e-01,2.651859228425016646e+00
2.560000000000000053e+00,-8.344882082107767385e-01,2.651025016343194984e+00
2.560999999999999943e+00,-8.350388164801071378e-01,2.650190253233870585e+00
2.561999999999999833e+00,-8.355885897108814575e-01,2.649354939931818809e+00
2.563000000000000167e+00,-8.361375273533299124e-01,2.648519077272366129e+00
2.564000000000000057e+00,-8.366856288585164947e-01,2.647682666091390580e+00
2.564999999999999947e+00,-8.372328936783437481e-01,2.646845707225315536e+00
2.565999999999999837e+00,-8.377793212655468835e-01,2.646008201511115487e+00
2.567000000000000171e+00,-8.383249110737025500e-01,2.645170149786306713e+00
2.568000000000000060e+00,-8.388696625572211740e-01,2.644331552888957937e+00
2.568999999999999950e+00,-8.394135751713571736e-01,2.643492411657675678e+00
2.569999999999999840e+00,-8.399566483721955246e-01,2.642652726931617124e+00
2.571000000000000174e+00,-8.404988816166690802e-01,2.641812499550478144e+00
2.572000000000000064e+00,-8.410402743625464694e-01,2.640971730354499059e+00
2.572999999999999954e+00,-8.415808260684347619e-01,2.640130420184463311e+00
2.573999999999999844e+00,-8.421205361937866840e-01,2.639288569881691693e+00
2.575000000000000178e+00,-8.426594041988935135e-01,2.638446180288049447e+00
2.576000000000000068e+00,-8.431974295448905199e-01,2.637603252245935170e+00
2.576999999999999957e+00,-8.437346116937533003e-01,2.636759786598292798e+00
2.577999999999999847e+00,-8.442709501083024426e-01,2.635915784188597843e+00
2.579000000000000181e+00,-8.448064442522020823e-01,2.635071245860865385e+00
2.580000000000000071e+00,-8.453410935899592360e-01,2.634226172459646520e+00
2.580999999999999961e+00,-8.458748975869287978e-01,2.633380564830024362e+00
2.581999999999999851e+00,-8.464078557093059896e-01,2.632534423817620706e+00
2.583000000000000185e+00,-8.469399674241364639e-01,2.631687750268587589e+00
2.584000000000000075e+00,-8.474712321993107533e-01,2.630840545029609068e+00
2.584999999999999964e+00,-8.480016495035669344e-01,2.629992808947901661e+00
2.585999999999999854e+00,-8.485312188064884076e-01,2.629144542871214352e+00
2.587000000000000188e+00,-8.490599395785074499e-01,2.628295747647824143e+00
2.588000000000000078e+00,-8.495878112909069912e-01,2.627446424126535618e+00
2.588999999999999968e+00,-8.501148334158169506e-01,2.626596573156685821e+00
2.589999999999999858e+00,-8.506410054262172338e-01,2.625746195588135379e+00
2.591000000000000192e+00,-8.511663267959368451e-01,2.624895292271271607e+00
2.592000000000000082e+00,-8.516907969996585503e-01,2.624043864057010733e+00
2.592999999999999972e+00,-8.522144155129132148e-01,2.623191911796789899e+00
2.593999999999999861e+00,-8.527371818120816904e-01,2.622339436342573826e+00
2.595000000000000195e+00,-8.532590953744048079e-01,2.621486438546845044e+00
2.596000000000000085e+00,-8.537801556779671674e-01,2.620632919262615879e+00
2.596999999999999975e+00,-8.543003622017106835e-01,2.619778879343413358e+00
2.597999999999999865e+00,-8.548197144254331414e-01,2.618924319643287646e+00
2.599000000000000199e+00,-8.553382118297833125e-01,2.618069241016808935e+00
2.600000000000000089e+00,-8.558558538962635076e-01,2.617213644319067001e+00
2.600999999999999979e+00,-8.563726401072366823e-01,2.616357530405666321e+00
2.601999999999999869e+00,-8.568885699459166672e-01,2.615500900132732287e+00
2.603000000000000203e+00,-8.574036428963768275e-01,2.614643754356904548e+00
2.604000000000000092e+00,-8.579178584435458443e-01,2.613786093935337451e+00
2.604999999999999982e+00,-8.584312160732086028e-01,2.612927919725703152e+00
2.605999999999999872e+00,-8.589437152720102997e-01,2.612069232586183620e+00
2.607000000000000206e+00,-8.594553555274551115e-01,2.611210033375476414e+00
2.608000000000000096e+00,-8.599661363279027526e-01,2.610350322952788460e+00
2.608999999999999986e+00,-8.604760571625743593e-01,2.609490102177841830e+00
2.609999999999999876e+00,-8.609851175215528230e-01,2.608629371910864414e+00
2.611000000000000210e+00,-8.614933168957781273e-01,2.607768133012596579e+00
2.612000000000000099e+00,-8.620006547770520111e-01,2.606906386344286730e+00
2.612999999999999989e+00,-8.625071306580410768e-01,2.606044132767688648e+00
2.613999999999999879e+00,-8.630127440322671317e-01,2.605181373145067703e+00
2.615000000000000213e+00,-8.635174943941235082e-01,2.604318108339189308e+00
2.616000000000000103e+00,-8.640213812388579662e-01,2.603454339213328694e+00
2.616999999999999993e+00,-8.645244040625876814e-01,2.602590066631262467e+00
